Username,Followers,Score_tag,Tweet
SLVictorJourney,22,P,"""@TessFowler @Kiaxet Don't worry Bran, As for as I'm concern that's ""Westeros Legs"" https://t.co/CCrX5XbXkC"""
Kpuche974,74,NONE,"""RT @HasnainMobeen: #GameofThrones
Sam: *Tries to bring democracy to Westeros*

The Lords and Ladies: https://t.co/W5yaELJbIt"""
kuragentarou,71,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HindoxL,541,P,"""RT @blu3berr1es: some might think dany was the ultimate villain but they got it all wrong... it was bran"""
gamiori22,190,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
w_jameson54,572,NONE,"""Bran the Bollocks"""
detteminuttet,2154,NONE,"""RAGA"""
PhemoUnsensored,166,NONE,"""RT @boxwine_mami: For people that don't watch Game of Thrones y'all really talk about it A LOT"""
simsimmaaa,8592,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
Lemi_16,177,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Octovianizo,268,NONE,"""RT @handokotjung: Game of Thrones Finale. https://t.co/Knypmvak8t"""
souuums,104,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
WilderJanie,60,NONE,"""RT @Greeblehaus: If a tweet contains a bunch of names I don't recognize and can't pronounce, I assume they are talking Game of Thrones."""
lexannay7,309,NONE,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
furacaoalterno,626,P,"""RT @AfonsoBCosta: This thread is also know as ""I slept through more than half of the show"" https://t.co/h4rUOn23s8"""
Reptile_Penguin,173,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
machinegunsara,225,NONE,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
dustypuppets,83,NONE,"""I did not see a point in watching Game of Thrones after they did my boy Stannis so dirty

The ONLY rightful heir https://t.co/A27vs2zmG5"""
YNews_DE,74,NONE,"""""Game of Thrones"": Der Thron und das Nichts https://t.co/RipsRcq8zw"""
LifeOfRahJr,1543,N+,"""Dany ain't dead, Drogon took her body to Volantis to have her ressurected by the followers of Rholor/Red witches"""
Jelly_bean003,82,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
DT181100,8,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
RaaaandomShiiit,169,NONE,"""The 3r episode from the 8th of Game Thrones is giving me anxiety over 9000"""
greguzivert,920,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
andrea_sez,164,NONE,"""RT @BuzzFeed: Sophie Turner Said The Petition To Remake ""Game Of Thrones"" Season Eight Is ""Disrespectful"" https://t.co/HfDOuelswO"""
TwiizuhL,899,NONE,"""A more civil way of handling things than brawling out like barbarians"""
itasvamp,153,NONE,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
javiithebutt,219,N+,"""RT @ManLikeGinger: Detective Drogon #GameOfThrones https://t.co/DELzFXEv5u"""
_d3javu11,254,NONE,"""Catch me starting game of thrones this summer when all the hype has died down"""
MLam15,1091,NONE,"""RT @LionelMedia: Who's never seen an episode of Game of Thrones?"""
sofiaaa_marie,795,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
shutupprosa,448,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
mmartilivess,1514,NONE,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
daenryas,352,NONE,"""daenerys is alive and there's no convincing me otherwise anymore"""
Rebecca__Belz,192,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
ChanningEllison,410,NONE,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
vargasana14,198,NONE,"""RT @maarciniegamo: Thank you, thank you. https://t.co/Pho6pMQPcu"""
TylerScruggs,3953,N,"""RT @CaseyFetherston: Okay time to finally get into this show https://t.co/MczZE8ZZEO"""
W0MANSWORLD,1446,NONE,"""I LOVE Y'ALL"""
chimelle__,383,NONE,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
PabloBerdun,264,NONE,"""RT @mov11e: One second from every episode of Game of Thrones https://t.co/RTwU9tnK0J"""
DaNielPiJao,603,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Cody_R_Helem,1138,NONE,"""RT @cabogie: ok but when game of thrones: brotherhood coming out?"""
kazarrii,124,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
__Stellaaaar,2314,NONE,"""No. this is terribly sad she should have never had to go through this. She should have been treated better."""
manuclinkz,41,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ftmaezravry,931,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
jayortiz8,318,NONE,"""RT @zachkram: Here's everything Season 8 didn't cover https://t.co/L3SvCuSy1h"""
kriss_yyyyy,549,N+,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
Cierafire,158,NONE,"""Good!!!!! Costume!!!!! Design!!!!!"""
PoppyTomlinson,902,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
LamaMakgalefa,271,NONE,"""RT @Sabrina_K8: #GameOfThonesFinale #GOTS8E6 #GameOfThronesFinale #GOTfinal 

Game of Thrones in a Nutshell ... https://t.co/UU4PW5n48r"""
BenBrightside,84,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
dhoonbug,275,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
bigstevo34,245,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Hawkfanhefe360,1923,P,"""RT @JackPosobiec: Woke Walkers in Panic Mode as Game of Thrones Slays Queen Social Justice https://t.co/Qhm7nbkZtT"""
NCTHotnYoung,14,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
rover_ry,36,NONE,"""RT @behindyourback: Person: Do you watch Game of Thrones
Me, reading my Twitter feed: .... I mean basically"""
conuys,572,NONE,"""RT @ProFootballTalk: Was Joey Bosa in Game of Thrones? Only the Three-Eyed Raven knows https://t.co/ImkqsaZU8U"""
witnessmax,238,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
mapppple,342,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
_Lucas_eLL,832,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
RealAdultPerson,658,NONE,"""RT @banebutwoke: Arya Dril https://t.co/jKiYSkjBaY"""
jaahanzeb,19,NONE,"""RT @Thrones_Memes: ""And who has a better story than Bran?"" #GameOfThrones https://t.co/pdfR3FjkFA"""
KevinAiello,267,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
joedownes4,226,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
RyperiousPeople,291,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
RahulK_25,411,NONE,"""RT @RamLover69: Nobody:

Bran when he sees the Iron Throne wide open: https://t.co/oo02WHILw3"""
brainflower_j,36,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
jcarleton22,206,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
jaaaaaayk,206,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
shanu_sas,1326,NONE,"""Yara: Let the Unsullied give him what he deserves

Arya: https://t.co/62SkADgUdX"""
Alex_Van_Baler,97,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
hyphenatedZ,426,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
luis_schwarz_,75,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
ayrawn,86,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
katie_curran5,874,NONE,"""RT @Spilling_The_T: #GameofThrones
Edmure Tully: I could be King

#Sansa: https://t.co/pSPZjrjZKK"""
Dye11e,10,NONE,"""RT @vondoviak: Anyway, no interest in the prequels, but I would probably watch ARYA: WEST OF WESTEROS."""
a_cardoso14,186,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
chenniemaltooo,1347,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
kingkevii,341,N+,"""RT @Tasmiyah_c: Imagine how long it must have took them to train Drogon to do that damn https://t.co/UzMhLMaljS"""
Alex_glezz98,166,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
fernandamtz9,731,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
leoleoheyleo,1896,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
SDalmarco,95,NONE,"""RT @abezerraigor: J.K. Rowling Reveals that Arya stark is the transgender Harry Potter All Along https://t.co/QP2TU0kqLQ"""
i_am_Bayyou,2098,NONE,"""RT @TheGafferTapes: If you count goals outside the box, then Liverpool. https://t.co/CaU11dZHpc"""
KleoRibeiro,197,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
Nabilinho_,120,NONE,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
YoMetamonster,116,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
MathildeDuhayer,81,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
feeIingmyoats,2640,NONE,"""Black Mirror"""
gothalness,519,NONE,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
Pedersen_Philip,97,NONE,"""RT @ALHEWE: HBO: What do we say to good writing? 
D&amp;D: Not today!
#GameOfThrones https://t.co/e8111JfZCz"""
TomWatson1971,156,NONE,"""@dougan90 @Powersboy31 I'm on Virgin Media, so no Sky Atlantic. Never saw Game of Thrones either."""
elbusyo,289,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
RichonnesSon,1525,NONE,"""RT @sansascstark: she won what her family fought so hard for, robb would be so proud of sansa https://t.co/q7saytdx8k"""
StarBakwaas,632,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
TheCinhoo,679,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
SitiAimy,315,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
Lishhyy,151,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
beynika_is_life,946,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
lutav76,28,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
W0MANSWORLD,1446,NONE,"""RT @W0MANSWORLD: Stolen from half tl but
In which game of thrones house would I be?"""
ericjackson,24513,NONE,"""RT @TheLiveFeed: Holly Hunter Joins Season 2 of HBO's 'Succession' https://t.co/rQwGPMDzXS"""
PepeSuperr,44,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
andrevnns,683,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
danielIaarnold,211,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
dearsadpeony,476,N,"""RT @vegetableartist: me: fuck game of thrones this show is garbage i hate hbo

""sansa stark queen in the north""

me: https://t.co/CZJl3soByh"""
NerdClique,8,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
DeShawnThomas11,1293,NONE,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
BergantinGab,202,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Nmesis1081,16,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
kevrs89,299,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
SebasOsio,26,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
_syemisuhaimi,757,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
MagnetCarta,499,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
himynameislin,480,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
vicardave,1703,NONE,"""Brilliantly written and acted long scene between Tyrion &amp; Jon. Really brilliant #GameOfThonesFinale"""
CCow31282,83,NONE,"""God I love/loved/will always love this freaking show."""
Aishcoffee,990,NONE,"""This is so much funnier for desis"""
veganwanderess,404,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Luigipardo_,191,NONE,"""RT @mus1eh: #gameofthrones
Sam: Attempts to introduce democracy to Westeros 

The lord and ladies: https://t.co/E9oZIaFMfW"""
SBrainis,3,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
JayTeeTodd,897,NONE,"""RT @banebutwoke: Arya Dril https://t.co/jKiYSkjBaY"""
3Albert,531,NONE,"""True story."""
cia0bell,94,NONE,"""RT @danyisdeadparty: cersei couldn't even have one day of peace in hell before daenerys showed up"""
MarinaOrnellaT,196,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
wdionizzio,768,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
HanaaDavis,232,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
SiogkasTasos,161,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
alexchiusaroli,50,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
mayhemsilence,3073,NONE,"""RT @marianaavilal: The true MVPs of Game of Thrones: Michele Clapton (costume designer) &amp; Ramin Djawadi (composer) https://t.co/OQFTSY8xzS"""
xXSKELLITHORNXx,128,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
katesofar,109,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
muchawesome14,221,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
dyosab,443,NONE,"""wAIT"""
tayylorgreenn,167,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
queenxkib,284,NONE,"""RT @JennaChami: This. Thread. Holy. Mother. of. Dragons. https://t.co/9k8UZzPEAf"""
presleyhopper,260,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
donaldc11111,28,NONE,"""RT @laurenthomasx3: Proud to not be one of the 19.3 million. I am the 1% https://t.co/JfHUPDcFPn"""
